weather,road_type,time_of_day,vehicle_type,speed,distance,reaction_time,brake_eff,friction,mass,crash,impact_force
Sunny,City,Day,Hatchback,33.14504122329578,163.06520173464693,0.5886713765904164,0.9520921544169464,0.4745356067720314,963.8041235623075,0,0.0
Icy,Hilly,Day,Sedan,34.46438032576921,10.708873081982432,0.5911985308337155,0.857634312512074,0.2867442945950191,1260.7159864545583,1,1497470.2682263372
Icy,Hilly,Day,Sedan,20.596895570008712,176.6730176509665,0.591363120386392,0.6608785613455912,0.12103638666966508,1233.5453615920326,1,205186.13559417624
Sunny,Hilly,Day,Truck,37.61193956914308,29.281558065359995,0.59194465075934,0.49283922932770163,0.43741644659288365,2313.9354406741877,1,3204818.108569548
Sunny,Hilly,Day,Sedan,31.332045728014304,54.63396500498927,0.5931284238584709,0.6973593836015539,0.35999806789712957,1128.8797011496667,1,907970.795308238
Icy,City,Day,Truck,20.64077129496585,153.97380890412722,0.5978424704826578,0.5989232394804059,0.2280638885617519,2939.6868487636384,1,137743.86917175923
Sunny,City,Day,Truck,36.02598363398218,188.65044418037866,0.5984285838427004,0.4494891498395212,0.40389307876555197,2526.2562251017525,1,1776744.091997631
Icy,City,Day,Truck,16.993359520565583,133.90880844970852,0.5993950548980075,0.6731867541412982,0.2974692140970982,2460.704029776535,0,0.0
Icy,Highway,Day,Sedan,23.301440658213593,149.53118480165386,0.5997687843780233,0.6555802953401244,0.37439362479193833,1146.9168052691825,0,0.0
Icy,Highway,Day,Truck,26.658020631278134,82.85594154921593,0.6021874879011154,0.50550584308372,0.3642742900882165,2057.67828656969,1,966173.4606445913
Sunny,Highway,Day,Hatchback,13.242179032465351,69.92371589955945,0.6032822522413703,0.8644661123598454,0.35835259467673963,1070.6513930248218,0,0.0
Icy,Hilly,Day,Hatchback,14.40660015461837,35.37466091650395,0.6036987104201408,0.7436598066508885,0.16092989367728014,1049.320397854696,1,152123.848397853
Sunny,Hilly,Day,SUV,24.436887794402242,69.24481300805196,0.6041750291534909,0.887973327195777,0.41300479491062014,1833.3473921484806,1,376847.87796620565
Sunny,Hilly,Day,Hatchback,12.572501753598317,6.86376681802372,0.6055054117964003,0.6894792876323341,0.6538796491722958,1055.780277602256,1,166884.86612741204
Icy,Hilly,Day,Hatchback,22.771060772073767,21.6634554473497,0.6063363967300515,0.5887757857311772,0.13549301644777903,955.9817055198895,1,483953.1308445474
Sunny,City,Day,Truck,11.22859281688749,65.84871923533214,0.6063865644986397,0.5363710606999383,0.6230508223202704,2366.9858009078225,0,0.0
Icy,Highway,Day,Hatchback,33.78138870473627,32.116569380771566,0.6063925971462233,0.5523209143885442,0.2507038036175093,1005.3312992375454,1,1115529.3386994696
Sunny,Hilly,Day,Truck,36.35024328664947,101.82186333723877,0.6068736295954933,0.46204528670425404,0.4542761690773732,3058.976174671563,1,3038183.415447959
Icy,Highway,Day,Sedan,15.650650532634636,166.38111725455963,0.6078088857254031,0.9497561941295753,0.21326005880332896,1335.2006317478044,0,0.0
Icy,City,Day,SUV,20.248894142498948,103.85685843365957,0.6115116171705866,0.7408994813637138,0.2820252556595898,1845.9225301955853,1,65322.187258441896
Sunny,Highway,Day,Sedan,28.88621274664465,13.426036026488966,0.6118240083208883,0.5900187697881485,0.7076977374921067,1203.3038584066835,1,1004052.7275656883
Icy,Hilly,Day,Hatchback,31.89929143377268,52.40981569188177,0.6136811797332203,0.7574148456706759,0.16843684824069027,948.5806385591243,1,887362.8486243143
Sunny,City,Day,SUV,25.397377270453966,9.45436136943335,0.613700142410482,0.47175500997215586,0.5725705553595555,1567.4745521210182,1,1011063.0508881178
Icy,City,Day,Hatchback,35.012315462320345,44.33047964290831,0.6167860609620901,0.6535645654520666,0.21743088878711586,1054.450909678445,1,1225839.5714075258
Sunny,Highway,Day,Truck,24.569233763521552,50.95566932782406,0.6172707999443579,0.7444908164173972,0.5946865930826388,2454.7677427722992,1,719430.7489804146
Icy,City,Day,SUV,39.50467601510071,175.95999584462066,0.6176448515802224,0.5020089129600883,0.18320941010506123,1955.968326880164,1,2518127.5460133916
Sunny,City,Day,Sedan,27.65320343231053,6.546030381795111,0.6177475337526468,0.5157064790265091,0.6884693395326188,1126.960131244123,1,861786.0292734157
Sunny,City,Day,Truck,23.907475283430166,18.20198880880708,0.6191846392799065,0.4834023384484645,0.7916939131558189,2550.4971372271957,1,1392756.2121987743
Icy,Hilly,Day,SUV,27.848113813843156,109.29783752654195,0.623111368617139,0.6964114402501917,0.20057145223891726,1594.67535767922,1,835283.9286249032
Sunny,Hilly,Day,Truck,11.366235271405271,116.32610728058954,0.6253623131604769,0.5514682797704604,0.70680722745415,2761.288823635752,0,0.0
Icy,Hilly,Day,SUV,22.1182991955014,128.32623041854373,0.6263618689013475,0.5045453894687961,0.16926403698993522,1927.5365677751465,1,573650.1925733942
Rainy,Highway,Day,Truck,18.870179836322045,61.620092812517875,0.6267995718106236,0.5171413386249665,0.37199135130494754,2765.631274932245,1,465572.61962333904
Rainy,City,Day,Sedan,31.814415974379532,46.067325975747984,0.6291193125727423,0.526351609033519,0.33912416427090036,1201.7277621076698,1,1106804.9192876688
Rainy,Hilly,Day,Sedan,19.856786602966913,36.7241486874104,0.6320888787000409,0.5723439901602541,0.4369656831171086,1443.3624505520706,1,398079.263626967
Icy,City,Day,Truck,15.83824418515842,22.58891380743061,0.6333554594040562,0.7417858541651134,0.2749217317377634,2884.9330147411943,1,578878.6794730137
Rainy,Hilly,Day,SUV,15.801753672355076,90.14637850626328,0.6346221141846007,0.596986857163354,0.4283660706733516,1815.9041518211857,0,0.0
Rainy,Hilly,Day,Truck,13.613965835102395,178.86008322080446,0.6362736704029495,0.622441788414009,0.22731341213175882,2711.7097868770884,0,0.0
Icy,City,Day,Sedan,17.535036439495585,197.5997143877825,0.6375953335689291,0.639400004750077,0.26058668367282245,1161.2764830598123,0,0.0
Sunny,Hilly,Day,SUV,13.21548615745128,29.982003142111036,0.6388865951946643,0.7341960008334276,0.4409629903016143,1588.3446961131012,1,60314.53365318432
Icy,Highway,Day,Truck,26.53619443447873,172.57308525351885,0.6401056724794137,0.5574080069071932,0.21720400091922287,2649.5404382338165,1,887495.1895740019
Icy,Hilly,Day,Truck,17.71984365946878,26.823282967261694,0.6411189137510922,0.419448107977856,0.27070360740759997,2309.046282104126,1,645564.1659457505
Rainy,Highway,Day,Hatchback,31.72483525850762,81.56138868477346,0.6433070128509949,0.5597994956026385,0.41262304933715444,1027.388574807715,1,749590.2278043962
Sunny,Highway,Day,Sedan,34.903135124473394,147.98161896627343,0.6433419145415451,0.6567860361193444,0.6246287619610524,1448.5390178869443,1,302578.52497011377
Icy,Hilly,Day,Truck,29.60090322921029,14.928213060076878,0.6459001516180084,0.4757504120650928,0.31400590607819345,3082.2489849630683,1,2700708.0846369546
Icy,Hilly,Day,Sedan,30.035291015510488,134.26175512214792,0.6459922702236981,0.6806135036748187,0.321384062458021,1189.9659409837957,1,487512.6221366123
Icy,City,Day,Sedan,22.292450575185956,96.08885775771466,0.6465592251144796,0.888934062662288,0.28474772802061243,1354.48850449145,1,124268.64651107686
Icy,Hilly,Day,SUV,14.69592870566121,46.17004982526162,0.6471728781951896,0.5634818809129415,0.12226795567993098,1926.533791436357,1,320704.7741816576
Rainy,Highway,Day,Sedan,25.60941889748341,37.963371605245925,0.6482981915826382,0.6650945298421109,0.5547861701271586,1106.4966861440005,1,554751.4459526195
Rainy,Hilly,Day,SUV,33.832116687466566,108.18258938797256,0.6491066941105017,0.6456577202884817,0.30426796470020245,1913.6049619125274,1,1555026.8705681846
Icy,Hilly,Day,Hatchback,19.0286934066591,193.0145525318076,0.6498251497985089,1.0,0.2768606261440631,871.2541518584958,0,0.0
Sunny,City,Day,Sedan,17.8970395178075,195.56220389696253,0.6507999135867533,0.753589155642787,0.3285835557776128,1107.452117948494,0,0.0
Rainy,Hilly,Day,Hatchback,35.40252447641002,122.63585161545583,0.6522054292449081,0.9194884043765539,0.22971253818792153,832.3820123597776,1,700225.0378303318
Sunny,City,Day,Hatchback,16.73567371854251,210.64029496541283,0.6525798829748743,0.714259092954865,0.4456341352586858,900.1174370609618,0,0.0
Sunny,Hilly,Night,Sedan,35.59990927130855,210.12475305603405,0.6543640778070478,0.7678015201906028,0.5169200840124532,1124.753974646508,0,0.0
Icy,Hilly,Day,Truck,18.965563270216073,89.88293851984365,0.6548755351814133,0.5688065238309568,0.29245100148238273,2685.463922325865,1,287696.5135646837
Sunny,Highway,Day,SUV,21.15416641311093,168.93141920605007,0.6565577848678026,0.8285485576247733,0.4599563355309024,1554.013432448447,0,0.0
Icy,City,Day,Truck,32.357168939718534,8.820362702521026,0.6574134445294836,0.6847157844087916,0.2317322725263598,2658.918547631827,1,2783851.509668637
Sunny,City,Night,SUV,31.903397696795118,11.079587407300727,0.6589674244751927,0.4735619765305377,0.7425133541411265,1779.2558459993684,1,1810974.256714062
Rainy,City,Day,Hatchback,29.555589901701723,159.20584852856754,0.6593998039766369,0.6333250595980444,0.49275414720886235,832.0860959768823,1,15755.305244401468
Rainy,Highway,Day,Truck,39.84705417478407,216.54859179450096,0.6597854214842497,0.7089312903568364,0.5554320664687115,3196.260714345857,1,381703.29503064614
Sunny,City,Day,Sedan,21.6829042848003,16.52313144150313,0.6604087171520534,0.9095083516504091,0.3123089561617466,1483.368005741454,1,679205.1772518349
Sunny,Hilly,Night,Hatchback,19.32866072907316,164.9544484129421,0.6608973424275864,0.7857524117432217,0.49338844093281253,1083.7904257470013,0,0.0
Rainy,Highway,Day,Sedan,15.033497395896688,31.042215784103785,0.6622570787577753,0.9444818310518287,0.56465594815598,1192.0077776185547,1,6670.459373338206
Rainy,Hilly,Day,Sedan,27.00702584410972,218.79697357838904,0.6623543825489007,0.6547711549220087,0.18639068546201773,1406.5269257737918,1,349938.4836552658
Sunny,Highway,Day,Sedan,23.17824845372248,129.2927043224505,0.6681183273619118,0.8242610737994173,0.7267142377800191,1422.6050037455257,0,0.0
Icy,Highway,Day,SUV,38.82320957890782,59.147734438375956,0.6687913759848839,0.8754537809043659,0.2857036894367108,1695.0920458571065,1,2279163.281924287
Rainy,City,Day,SUV,39.34064593573381,148.26967666788423,0.6691219957272208,0.652010204434895,0.2102637455549574,1956.051627490807,1,2386406.7174650086
Rainy,Highway,Day,SUV,19.074606825505462,217.7569261382724,0.6731942130803079,0.7987893391736698,0.4725452397466387,1641.138491626056,0,0.0
Sunny,Highway,Day,Sedan,11.834659465686244,180.2684108938761,0.6736744125059391,0.6249005065099865,0.5226378094084942,1360.0420066754873,0,0.0
Sunny,City,Day,Truck,16.270957079983333,213.03191946916442,0.6747222446165702,0.7049667035778718,0.784019933988577,2001.5695457611446,0,0.0
Sunny,City,Night,Truck,28.95898994037139,186.06630063040691,0.676638512218776,0.41605856475999686,0.34455917642941275,2690.4241714758846,1,997804.3815334046
Sunny,City,Day,Hatchback,30.51937741377252,92.4579717902933,0.6779483163776916,0.933487249303295,0.4727337804801849,1072.7736167613805,1,333304.6806662175
Sunny,City,Day,Sedan,16.349224635310396,166.94929195944312,0.678863631270374,0.8578825780347801,0.6610547083537887,1273.9573627512498,0,0.0
Icy,Highway,Day,Hatchback,15.799238126655307,8.678166201056747,0.6795859042848708,0.6577912133503423,0.3534825716689025,848.9285452926179,1,211906.084417056
Rainy,Hilly,Day,Truck,17.006547590247134,143.45693561905432,0.6801299858069887,0.4410102892589296,0.40382124767622307,2300.617391677983,0,0.0
Sunny,Hilly,Day,Hatchback,35.056964957897236,148.8397150578526,0.680165347151849,0.9048708988717015,0.31158935648004776,953.5116040893977,1,513222.34781064617
Sunny,Highway,Day,Truck,37.484196209378936,69.30452556545512,0.6805925474178738,0.7474190777426477,0.38711755326325287,3008.8681539160825,1,3480395.5065545375
Sunny,City,Day,Sedan,18.64060336581575,96.59446572572162,0.6807707190040806,0.6347042323471371,0.6472051445697552,1238.5317321474424,0,0.0
Icy,Highway,Day,Hatchback,10.258603939991898,200.09100431824476,0.685514897128528,0.9752134864873848,0.19198877654772595,842.4668089665353,0,0.0
Rainy,City,Day,SUV,25.20729772847593,62.698075121669206,0.6868227898741469,0.4546874338685332,0.5516673081930819,1601.608766540773,1,660306.2889332757
Sunny,Hilly,Day,Truck,37.612395899780566,57.92384870480362,0.6886104477549746,0.4816054692901084,0.47909317258682915,2394.3893315729097,1,3040561.938028619
Sunny,Highway,Night,Truck,28.569166727228083,212.22349902510172,0.6892037095274488,0.4543046402481189,0.6108530352489174,2740.881932548974,0,0.0
Rainy,Hilly,Day,Truck,13.319783415116376,147.25217913118584,0.6901733718828656,0.7246207534247863,0.20595593786335745,2154.4044909911736,0,0.0
Sunny,City,Day,Sedan,31.579691644090204,125.34548655707954,0.6902064397688796,0.758691189120134,0.29949875681612864,1176.275238578428,1,630608.1594266688
Rainy,Hilly,Day,Sedan,28.57362710163261,134.595955253668,0.6904152950907277,0.9227595135214662,0.4536636064080655,1120.8196352162636,0,0.0
Sunny,Hilly,Day,Sedan,37.911396652415064,10.977636326159967,0.6916004195984335,0.5901902766193426,0.42506675797126753,1405.7528715344179,1,2020452.0472509814
Sunny,Highway,Day,SUV,13.223848838021759,120.07286688468659,0.6917812515161603,0.6404687456205617,0.41409859595711995,1871.5115624916712,0,0.0
Sunny,Highway,Day,Hatchback,37.49381950896894,169.53745683414274,0.6920939661499728,0.6386882477622126,0.6056145568460566,815.0165477380444,1,258529.09067683996
Rainy,Highway,Day,SUV,17.46191923159776,52.24818513599115,0.6937425961700949,0.5809723641762936,0.5024664582051287,1790.1315543035712,1,134773.12287032703
Icy,City,Day,Sedan,17.64297100981927,97.65497948257917,0.6952971666213428,0.6687892434038949,0.12971740283635752,1309.5099581671084,1,217487.8617257607
Sunny,Hilly,Day,Truck,34.36883438061664,96.83527162649693,0.6965872274203166,0.524298179530724,0.5712379748825095,2594.2875249271056,1,1954311.9950703948
Sunny,Hilly,Night,SUV,36.78365349287351,30.204378373987154,0.6977749659538168,0.7218931437686363,0.3726198863436414,1880.5697532320191,1,2499490.664747101
Sunny,Highway,Day,Sedan,16.033752538279202,53.50589867035072,0.6982987027321292,0.754050905745811,0.731790707264498,1316.225704101171,0,0.0
Sunny,City,Day,Truck,39.659977922728125,68.64476842274428,0.6996178301152349,0.38979169498826005,0.5496380936246046,2209.642170734469,1,3096096.7916780654
Sunny,Highway,Day,Truck,17.35761503615025,200.4631768070201,0.700467597310348,0.6475367343531293,0.9704544069294099,2632.1342599745803,0,0.0
Icy,Hilly,Day,SUV,15.916594667427935,125.16825192568459,0.7018905824393106,0.611568615638455,0.16828667712328482,1947.6635692505736,1,45542.370014316635
Sunny,Highway,Day,Sedan,17.680779442381507,70.95066714995592,0.7020574985808594,0.5871546580032154,0.4775939267879592,1191.129969482846,0,0.0
Icy,Highway,Day,Sedan,28.302031360781108,58.097014848987364,0.7022466427235756,0.7032099378713769,0.4108537083443341,1491.6021220773534,1,871935.1966595338
Sunny,City,Day,SUV,35.81332390560286,149.86932563381802,0.7030122189767869,0.6818710740290612,0.5700530475190458,1948.4686061054897,1,648096.1009817995
Icy,Highway,Day,SUV,14.656086739676063,172.26765636631004,0.703079626780811,0.5624152657897006,0.33615540488849194,1582.9667938031062,0,0.0
Sunny,Highway,Day,Truck,11.64366490426758,136.30880754165216,0.7036551636094519,0.3945761787563099,0.6150137332336721,2066.9479509525722,0,0.0
Icy,Highway,Day,Sedan,36.82702719166724,173.86708747991142,0.7038241053373461,0.8020824828194075,0.22412107989452254,1395.3104366667399,1,1165024.5664241435
Sunny,City,Day,Sedan,27.489859793019615,23.289463903464025,0.7039549002007366,0.5368261010921738,0.4677531415901422,1455.2585024733607,1,1071524.1560018617
Rainy,Hilly,Day,SUV,15.223267051411835,69.81852978573002,0.7047743401286501,0.7692471188061577,0.15748743616967809,1540.008256041889,1,140820.0306245815
Sunny,Hilly,Day,Sedan,16.787971338672506,193.55180408086778,0.7054164466790924,0.6530575460457064,0.3898042850336938,1301.3345914741476,0,0.0
Icy,City,Day,SUV,17.55688321435739,12.318978943642968,0.7058283966672609,0.8522851338681325,0.2871253878741185,1797.0692912362722,1,553936.0929381467
Rainy,Highway,Day,Sedan,11.65191814004113,80.03926413428057,0.706080229338194,0.8016427319438812,0.27686562455663655,1331.2370861709549,0,0.0
Foggy,Hilly,Day,Truck,23.603293170090314,34.60982221975033,0.7067770001083654,0.6864024218914128,0.43622325892604535,3111.1358353170745,1,1405933.3564487488
Rainy,Hilly,Day,Truck,33.53882310801507,58.78711831687543,0.7079759047414382,0.6411206752546751,0.4048523453590863,2677.4717067419124,1,2534438.844405583
Icy,Highway,Day,Truck,21.03714539328425,175.29774520058484,0.708273599858429,0.40159225782895536,0.18827611149927626,2373.4734261365957,1,486226.0811374882
Sunny,City,Night,Hatchback,13.093084883819007,169.72873975844396,0.7084486790124741,0.8603966973228095,0.7099661933490191,1027.5481462004996,0,0.0
Sunny,Hilly,Day,Hatchback,18.146680682186727,151.98995456465556,0.709082779700654,0.7799225855710078,0.47605262616555594,870.8944276116332,0,0.0
Foggy,Hilly,Day,Hatchback,39.48440816005363,192.74254937551757,0.709319012388881,0.93379905692807,0.5520363567943719,871.8654254063567,0,0.0
Foggy,Highway,Day,Truck,25.86527618632028,161.48950029481753,0.7097252258457417,0.48688612076361815,0.40542921115707553,2027.2823927863599,1,233612.02757472088
Foggy,Highway,Day,Truck,30.045355175297125,44.4036689382928,0.7106213735512363,0.5318645789388354,0.5346684537055465,2470.3815416750667,1,1912654.7407319364
Icy,City,Day,Truck,35.38095716759932,55.671311459546914,0.7120906194025174,0.7314654415691695,0.22573434970602382,2476.61369178778,1,2855981.7173012733
Sunny,Hilly,Day,Hatchback,31.02646094149006,20.606730631780078,0.7122710837399451,0.6832091226685574,0.6854629200798403,1036.067569298771,1,997361.4095779054
Sunny,City,Day,SUV,12.574198988484927,110.01517548801787,0.7153602578246312,0.7952485657456517,0.6191188565933037,1933.5203900288457,0,0.0
Rainy,Hilly,Day,Sedan,22.536549467350163,185.08505115504988,0.7158496230313888,0.893980314937919,0.4473838545003985,1434.4812792450027,0,0.0
Icy,City,Day,Hatchback,31.37291273326821,25.982466728141198,0.7164889512891582,0.645992105956233,0.2980190133399651,800.4610416694825,1,777277.5862385954
Sunny,Highway,Day,Hatchback,22.651303813839093,77.0427370459239,0.7198773675314687,0.5946440118312242,0.9852524698657418,811.5354649944246,0,0.0
Sunny,Highway,Day,Truck,24.26133839588675,154.5922600916884,0.7199930848344112,0.4905245369333443,0.7107306845222517,2932.4851588936735,0,0.0
Icy,Hilly,Day,Sedan,12.394294059230145,23.42701871850815,0.7228036059956952,0.6173900644402843,0.13493122109607336,1111.8666606713723,1,144536.9065267305
Foggy,City,Day,Hatchback,13.742915942376673,84.65333786825303,0.7262172476966537,0.9231710241928369,0.33575407055316764,1022.9433335806019,0,0.0
Sunny,City,Day,Hatchback,24.320526042015366,27.76630690849135,0.7266515209319633,0.6103030220027446,0.778488452326859,820.0073866353741,1,407947.5736771002
Rainy,City,Day,SUV,26.602231897042568,99.31216059165887,0.7267472359048366,0.8313150196111767,0.5282127840863596,1549.9839253390294,1,29965.143624574794
Icy,Highway,Day,Truck,17.38998684800034,166.59569921025445,0.7279140592031687,0.6564142779168789,0.2612441843658762,2701.4678220358023,0,0.0
Sunny,City,Day,Truck,22.07640813991944,14.340571705789449,0.7295169509917605,0.5921680232335527,0.5940910310044267,2215.631385602145,1,1079827.3859476387
Icy,Hilly,Day,Hatchback,29.411047800316293,135.7188003584354,0.7303078816154208,0.8003272860309488,0.25061470047323425,1072.0713084423223,1,445880.2778811465
Sunny,Highway,Night,Hatchback,22.8153295581172,47.02108828510235,0.7306886344387351,0.8381824070271747,0.5830121138136678,1065.73848489959,1,244956.7368771279
Foggy,Highway,Day,SUV,14.882812099509218,27.88987673106507,0.730735636638552,0.5344847142566823,0.39938148014231867,1954.843507368565,1,293835.5804013257
Sunny,Highway,Night,SUV,25.392580583936564,166.2280666163063,0.7309656096341206,0.7551399923979519,0.435591239548035,1924.3346549852672,0,0.0
Icy,City,Day,SUV,29.817464385374233,113.21564151820411,0.73418061919582,0.5682042532726816,0.2633144562024806,1598.9662598988655,1,993397.0643708006
Icy,City,Day,Truck,36.23633142506811,69.68371760506092,0.739093137138527,0.6584535611310083,0.3828817471081666,2493.526528125326,1,2745570.443226589
Foggy,Highway,Day,Sedan,20.39635418342279,164.64519254611753,0.7391603059363516,0.5338357226633992,0.7557442640713772,1130.5058264739898,0,0.0
Foggy,City,Day,SUV,39.465298558812094,217.1117186646699,0.740851887741239,0.5817264398014165,0.4547225257107533,1720.1979346675535,1,1003642.1723257006
Icy,City,Day,Sedan,25.72484536635612,83.00912372748134,0.741452222073375,0.7667109133141523,0.20985644227635816,1400.0521689732686,1,644219.2619075227
Sunny,Hilly,Night,SUV,17.782788181359667,94.99162250748844,0.741829412548703,0.7074190953165786,0.42637196208262007,1854.0344796879356,0,0.0
Sunny,City,Day,Sedan,34.58220139629049,166.57771641089505,0.7422199970334995,0.5784457232807266,0.8385705875814397,1192.2512518953365,0,0.0
Sunny,City,Day,SUV,26.963302004665408,153.47747401320288,0.7428853622149367,0.6798693920129056,0.7776590509317287,1792.3087428302056,0,0.0
Icy,Hilly,Day,Sedan,10.712588383084213,159.1266810247213,0.743470467066888,0.6259540004956878,0.116183443985168,1171.1968654221737,0,0.0
Icy,Highway,Day,Sedan,38.248004141953345,135.41219170706262,0.7440535683358271,0.6675956336322973,0.29873821882099694,1280.516774281918,1,1337926.4587492743
Icy,Hilly,Day,Truck,10.661645000406889,184.09943341190476,0.7448620087894731,0.41735482566011495,0.1272632796226318,3198.452953961756,0,0.0
Sunny,Highway,Day,Hatchback,35.2764527239991,175.4104019758954,0.7448982954762609,0.932386380651517,0.33388460742273973,1035.8070118891117,1,346444.5567565444
Icy,City,Day,Truck,10.805373713666901,78.44402612830066,0.7464231877370897,0.534091975632893,0.3502986470712378,2619.1351468101693,0,0.0
Foggy,Hilly,Day,Sedan,23.828623639687052,28.042278589163633,0.74644621687736,0.6333783344499254,0.24896126444749145,1284.338728150814,1,688543.0808365927
Sunny,Hilly,Night,SUV,29.477183388537732,30.085326396316706,0.746751533384233,0.5022542163262993,0.2617664692864234,1997.9636873775148,1,1694474.4254925433
Sunny,Hilly,Day,Hatchback,36.77716579260316,180.45216884014613,0.7468311839251924,0.7225976356075712,0.4536848497590277,1091.6117082821904,1,403404.6072502633
Foggy,City,Day,Truck,25.725725570380114,11.280289832052112,0.7481421409857605,0.7106081097389625,0.6912042898598889,2087.345501992669,1,1381432.2971227914
Rainy,Highway,Day,SUV,25.87658754680882,45.76968749538106,0.7481756710979931,0.45651719713199956,0.6212203678016315,1640.0099224190137,1,857397.8363118885
Foggy,Highway,Day,SUV,20.60447350114962,24.645498112981866,0.7512970676987332,0.48634382497193285,0.678459120951076,1681.7160877771744,1,614278.4204096536
Rainy,Hilly,Day,Truck,11.406730259942812,110.75784069724756,0.7514460624206148,0.46718623272774945,0.3035120034876479,2013.5694973572988,0,0.0
Foggy,City,Day,Sedan,12.002599271509208,184.73008227559677,0.7525365561849924,0.5374355876814658,0.555729207020695,1192.6397282317973,0,0.0
Sunny,Highway,Night,SUV,23.143256844210548,35.693122223281264,0.7567349577209321,0.7950555815438064,0.7240209743948545,1966.8077957019927,1,650023.9215515995
Sunny,City,Day,SUV,35.84437411474987,197.60111581093022,0.7570516587231553,0.5593324622771634,0.2981142513612687,1881.0316775256754,1,1368836.0366016848
Sunny,City,Day,Truck,15.53556669483756,211.66789198895341,0.7576217354994956,0.5243081769142434,0.6062950591246268,2460.5979837502796,0,0.0
Sunny,Highway,Day,Hatchback,26.641653056569293,177.11028894464417,0.7576319810015115,0.6096353875183015,0.41120990012462805,861.8689700647603,0,0.0
Icy,Hilly,Day,SUV,31.680457843892647,31.468272083431064,0.7588894109762006,0.686120779341096,0.30965237914646704,1821.4928915068726,1,1771814.9765733264
Icy,City,Day,SUV,32.49992869684771,168.34948868445366,0.7595616278478008,0.5087924353213461,0.24574944983526167,1775.63705679541,1,1250348.9760809576
Rainy,Highway,Day,Truck,31.992445594000863,154.66634487700713,0.7602083627395659,0.5931026527856578,0.3967000501860122,2127.2117972023543,1,898577.6427713372
Sunny,City,Night,SUV,32.50229801242766,184.99190960017094,0.760708618655744,0.7065077682408012,0.6690200190286875,1694.1335654916666,0,0.0
